id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price_clean,estimated_revenue_l365d,est_monthly_revenue,estimated_occupancy_l365d,number_of_reviews,reviews_per_month,review_scores_rating,host_id,host_is_superhost,host_years,amenities_count,neighbourhood_listing_count,competition_level,quality_index
17744380,Refined Oasis | near South End,Roxbury,42.3294961,-71.0881648,Entire home,Entire home/apt,11,7.0,430.0,0.0,0.0,0,122,1.18,4.76,42431392,f,10.09041095890411,41,295,Medium,0.5729540428266214
17779084,Huge rm Renovated Clean Subway Safe neighborhood,Roxbury,42.31333,-71.09339,Private room in condo,Private room,1,1.0,55.0,0.0,0.0,0,0,,,18517776,f,11.183561643835617,20,295,Medium,
17791011,Back Bay Cozy Studio In Brownstone first floor,Back Bay,42.3512284185588,-71.08858946710825,Entire condo,Entire home/apt,2,1.0,156.0,39780.0,3315.0,255,218,5.57,4.85,57329784,t,9.646575342465754,42,340,High,0.8662592247544343
17806747,North End Luxurious One Bedroom Condo up,North End,42.36393,-71.05223,Entire condo,Entire home/apt,2,2.0,130.0,0.0,0.0,0,15,0.15,5.0,10250257,f,11.835616438356164,21,112,Low,-0.2987948550804035
17849739,Suitable & Convenient Private Bedroom Near T!,Dorchester,42.28964,-71.06607,Private room in rental unit,Private room,1,1.0,50.0,9000.0,750.0,180,14,0.16,4.64,16186589,f,11.326027397260274,30,572,High,-0.5234575542789136
17907229,Great 3 Bdr apartment with Airbeds!,Dorchester,42.30133,-71.0648,Entire rental unit,Entire home/apt,3,3.0,120.0,0.0,0.0,0,1,0.07,3.0,16186589,f,11.32876712328767,27,572,High,-4.757425058243459
17927755,Master Bedroom/Private Bathroom/Mission Hill/JP,Mission Hill,42.32938,-71.11024,Private room in rental unit,Private room,2,1.0,83.0,21165.0,1763.75,255,85,0.82,4.69,106269675,t,8.805479452054794,43,78,Low,0.5475111296419014
17942707,Newly Renovated 1 BR close to T & Longwood Med!,Roxbury,42.32807,-71.09557,Entire rental unit,Entire home/apt,4,3.0,167.0,0.0,0.0,0,98,0.95,4.68,18150109,t,11.2,33,295,Medium,-0.20663102337259392
17952482,#101 Boston New heating AC room 全樓禁烟讲国语,Dorchester,42.30752,-71.06525,Private room in rental unit,Private room,1,4.0,90.0,0.0,0.0,0,33,0.32,4.61,105851798,t,8.816438356164383,50,572,High,0.8624160963420057
17962385,"Heart of Boston- Large Studio, private entrance",South End,42.34417361700382,-71.07598677488207,Entire rental unit,Entire home/apt,2,1.0,161.0,3864.0,322.0,24,82,0.82,4.72,116718872,f,8.608219178082193,31,291,Medium,-0.2546345034327141
17969508,Renovated House Large Bay Windows Near Orange Line,Roxbury,42.31343,-71.09345,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,0,,,18517776,f,11.183561643835617,15,295,Medium,
17989108,Sunny & spacious 1BR in historic Charlestown,Charlestown,42.37532,-71.05777,Entire rental unit,Entire home/apt,2,1.0,347.0,0.0,0.0,0,73,0.71,4.86,36571974,f,10.26027397260274,55,83,Low,1.8392993843487937
18023901,C_Large room easy commute to Boston Downtown,Dorchester,42.32116317572481,-71.05723853260125,Private room in rental unit,Private room,2,1.0,61.0,15555.0,1296.25,255,132,1.55,4.92,89328922,f,9.123287671232877,36,572,High,0.5998381291660047
18070939,The Pulse of Boston – Newbury St Right Outside!,Back Bay,42.34981,-71.08263,Entire rental unit,Entire home/apt,2,1.0,230.0,12420.0,1035.0,54,310,3.02,4.72,22348222,f,10.967123287671233,28,340,High,-0.473532510012578
18159981,Sunny Boston Apartment,Dorchester,42.28897,-71.06613,Entire rental unit,Entire home/apt,4,2.0,185.0,33670.0,2805.8333333333335,182,77,0.75,4.95,30732884,t,10.473972602739726,38,572,High,0.819216526797423
18162671,Twin Beds near Harvard Stadium/BU,Allston,42.35294,-71.13978,Private room in townhouse,Private room,2,2.0,189.0,0.0,0.0,0,44,0.43,4.73,91411121,f,9.093150684931507,21,178,Low,-0.9598123942839784
18170647,"Steps to public transport, Boston Coll, Roof Deck",Brighton,42.34133,-71.14605,Entire rental unit,Entire home/apt,4,2.0,171.0,0.0,0.0,0,4,0.05,5.0,31340713,f,10.446575342465753,50,303,Medium,1.8172192085249477
18199963,The Tower Room at TPH - Boston,Brighton,42.35395,-71.16776,Private room in condo,Private room,2,1.0,110.0,11220.0,935.0,102,209,2.07,4.82,16441460,t,11.30958904109589,58,303,Medium,1.960268866602202
18220200,Near Orange Line Renovated Clean AC Easy Parking,Roxbury,42.31337,-71.09339,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,1,0.01,5.0,18517776,f,11.186301369863013,15,295,Medium,-0.7365908682401313
18354570,Newly Remodeled Studio in Back Bay - River View,Back Bay,42.35318,-71.07904,Entire rental unit,Entire home/apt,2,1.0,196.0,35280.0,2940.0,180,145,1.42,4.85,66334205,t,9.468493150684932,26,340,High,-0.30119681033817336
18368646,"M&R - Private Bdrm Living Room, Bathroom & Parking",Dorchester,42.29189,-71.0574,Private room in home,Private room,3,1.0,71.0,4118.0,343.1666666666667,58,106,1.04,4.79,7988017,f,12.139726027397261,38,572,High,0.4275024294915999
18526885,"Spacious, stylish, modern apartment on Orange Line",Roxbury,42.31737,-71.09498,Private room in condo,Private room,1,1.0,50.0,9000.0,750.0,180,17,0.17,4.76,106950426,t,8.791780821917808,16,295,Medium,-1.251196012005578
18584891,"◇Cape Cod Suite, with Private Bath ◇",Dorchester,42.29402,-71.06196,Private room in home,Private room,2,1.0,91.0,23205.0,1933.75,255,989,9.71,4.98,31035862,t,10.46027397260274,36,572,High,0.7467309156556894
18612312,Logan Intl Airport - Boston I,East Boston,42.39031,-71.00178,Private room in home,Private room,1,1.0,55.0,0.0,0.0,0,1,0.07,1.0,129278480,f,8.386301369863014,11,229,Low,-10.82130730965885
18613633,Boston - Logan Intl Airport III,East Boston,42.38917,-71.00362,Private room in home,Private room,1,1.0,55.0,0.0,0.0,0,4,0.04,4.0,129278480,f,8.386301369863014,12,229,Low,-3.4037019829813873
18736738,Spacious pet friendly 1BD APT w/ Devoted Entrance.,West Roxbury,42.29486,-71.15989,Entire home,Entire home/apt,4,1.0,113.0,20566.0,1713.8333333333333,182,20,0.2,4.95,130336134,t,8.36986301369863,53,83,Low,1.9137065596967426
18790023,Unwind from Boston in Comfy/Spacious PrivateRm,Roslindale,42.27801,-71.13446,Private room in rental unit,Private room,2,2.0,110.0,2640.0,220.0,24,96,0.95,4.72,9705586,f,11.90958904109589,27,100,Low,-0.5464985122058661
18875451,The Sunset Room at TPH - Boston,Brighton,42.35418,-71.16776,Private room in condo,Private room,2,1.0,116.0,8352.0,696.0,72,241,2.39,4.82,16441460,t,11.30958904109589,58,303,Medium,1.960268866602202
18875553,The King's Room at TPH - Boston,Brighton,42.35401,-71.16776,Private room in condo,Private room,2,1.0,129.0,3096.0,258.0,24,100,0.99,4.8,16441460,t,11.30958904109589,62,303,Medium,2.2031686132121244
18875599,The Pistachio Room at TPH - Boston,Brighton,42.35401,-71.16776,Private room in rental unit,Private room,2,1.0,120.0,3600.0,300.0,30,117,1.16,4.76,16441460,t,11.312328767123288,61,303,Medium,2.032274086692381
18876533,The In & Out Room at TPH - Boston,Brighton,42.35457,-71.16684,Private room in condo,Private room,2,1.0,134.0,10452.0,871.0,78,127,2.08,4.94,16441460,t,11.30958904109589,61,303,Medium,2.472952446161433
18886077,"Stylish, modern duplex near Orange Line, Downtown",Roxbury,42.3165,-71.09563,Private room in rental unit,Private room,1,1.0,45.0,0.0,0.0,0,8,0.08,4.5,106950426,t,8.789041095890411,17,295,Medium,-1.8147654179342514
18945347,#B204 New AC & Heating Boston private room,Dorchester,42.30742,-71.06513,Private room in rental unit,Private room,1,1.0,55.0,3300.0,275.0,60,50,0.5,4.72,105851798,t,8.819178082191781,37,572,High,0.18316150972701375
19100282,"Large, sunny hilltop home, nature lovers' paradise",Jamaica Plain,42.30308,-71.13398,Entire home,Entire home/apt,8,5.0,627.0,22572.0,1881.0,36,37,0.43,4.97,133415983,t,8.30958904109589,64,240,Medium,2.7652968459861373
19102461,Private Room in very spacious JP House.( Lilac Rm),Jamaica Plain,42.32424,-71.10748,Private room in home,Private room,2,1.0,104.0,12064.0,1005.3333333333334,116,109,1.09,4.89,133457702,f,8.30958904109589,57,240,Medium,2.05867778198021
19103076,"Comfortable, Private Suite, conveniently located",Jamaica Plain,42.32455,-71.10781,Private room in home,Private room,3,1.0,125.0,0.0,0.0,0,108,1.08,4.87,133457702,f,8.30958904109589,62,240,Medium,2.3745435307834226
19117781,"◇Cozy Townhouse Suite, with Private Bath ◇",Dorchester,42.29366,-71.06422,Private room in home,Private room,2,1.0,96.0,24480.0,2040.0,255,949,9.42,4.99,31035862,t,10.46027397260274,31,572,High,0.4063830357708628
19140676,Private Room 3 Min Walk to Savin Hill Subway Stop,Dorchester,42.31343,-71.05495,Private room in condo,Private room,2,3.0,85.0,17340.0,1445.0,204,228,2.26,4.86,4271667,t,12.827397260273973,40,572,High,0.744809351449474
19149341,Fun Houseboat,Charlestown,42.37579,-71.04981,Boat,Entire home/apt,6,1.0,184.0,6624.0,552.0,36,111,1.11,4.79,3029783,f,13.180821917808219,36,83,Low,0.28157042510502395
19182289,"Renovated House, Sunny & Clean room, New Window AC",Roxbury,42.31343,-71.0935,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,2,0.02,5.0,18517776,f,11.183561643835617,15,295,Medium,-0.7365908682401313
19199379,Boston Country Landing / Airport & Train 3Bed,East Boston,42.3798,-71.0347,Entire rental unit,Entire home/apt,10,11.0,242.0,60984.0,5082.0,252,455,4.53,4.88,9073339,t,12.002739726027396,55,229,Low,1.8882636465120204
19209066,Logan Intl Airport - Boston II,East Boston,42.38832,-71.00145,Private room in rental unit,Private room,1,1.0,55.0,0.0,0.0,0,1,0.01,5.0,129278480,f,8.386301369863014,10,229,Low,-1.1014208792065712
19308245,"Beacon Hill, J. Miller Flats - Studio Flat #9",Beacon Hill,42.35956,-71.07184,Entire rental unit,Entire home/apt,2,1.0,206.0,16068.0,1339.0,78,140,1.4,4.57,814298,f,14.210958904109589,41,230,Medium,0.10779355227595822
19310183,Family Home + Near Downtown + Cool Backyard!,East Boston,42.36645,-71.0298,Entire condo,Entire home/apt,7,5.0,223.0,56865.0,4738.75,255,213,2.14,4.93,18275791,t,11.194520547945206,67,229,Low,2.8862663282395453
19364110,Large clean private room close to downtown,Mission Hill,42.33209,-71.1015,Private room in home,Private room,4,2.0,119.0,12852.0,1071.0,108,170,1.7,4.76,80570686,t,9.243835616438357,25,78,Low,-0.5945019922659862
19366533,Boston step a train&bus  beautiful house,West Roxbury,42.27971662193148,-71.16043239547865,Private room in home,Private room,1,1.0,84.0,8400.0,700.0,100,47,0.55,4.96,4546050,t,12.734246575342466,51,83,Low,1.79225668639178
19373388,Classic New England apartment on MBTA Red line,Dorchester,42.29031,-71.06681,Entire rental unit,Entire home/apt,5,3.0,120.0,30600.0,2550.0,255,124,1.23,4.7,116319471,t,8.613698630136986,33,572,High,-0.15766676120936496
19473060,The Sanctuary Room at TPH - Boston,Brighton,42.35397,-71.16775,Private room in rental unit,Private room,2,1.0,131.0,6288.0,524.0,48,149,1.5,4.82,16441460,t,11.30958904109589,60,303,Medium,2.106200870988778
19484144,Quirky studio in Jamaica Plain,Jamaica Plain,42.31387,-71.10864,Entire rental unit,Entire home/apt,2,2.0,111.0,15984.0,1332.0,144,147,1.47,4.95,17844905,t,11.219178082191782,54,240,Medium,1.9866725618900307
19540224,"Free Parking at 1 Bed Basement Apt, Near BU & MIT",Fenway,42.3494,-71.09566,Entire rental unit,Entire home/apt,4,4.0,127.0,7366.0,613.8333333333334,58,216,2.16,4.68,130680380,f,8.361643835616439,39,241,Medium,0.23116498978713393
19593368,COZY THEATRE DISTRICT STUDIO NEAR BOSTON COMMON,Downtown,42.35145,-71.06461,Entire rental unit,Entire home/apt,2,4.0,144.0,0.0,0.0,0,49,0.49,4.27,56359408,t,9.665753424657535,28,376,High,-1.5752284086852049
19655960,Nice clean room to stay,Roxbury,42.32282,-71.08615,Private room in condo,Private room,1,1.0,50.0,0.0,0.0,0,11,0.11,4.73,78195008,f,9.276712328767124,40,295,Medium,0.42654164738849326
19727919,Shelly's Bunk Room,East Boston,42.38138,-71.02312,Private room in rental unit,Private room,2,2.0,75.0,19125.0,1593.75,255,858,8.62,4.88,139072570,t,8.219178082191782,29,229,Low,-0.008852410513467024
19885281,#203 Boston Female only Queen Bed全楼 禁烟,Dorchester,42.3075,-71.06533,Private room in rental unit,Private room,1,1.0,54.0,3456.0,288.0,64,45,0.46,4.69,105851798,t,8.816438356164383,40,572,High,0.3286131230620375
19885345,#202 Boston private AC Queen BR 全楼禁烟 female,Dorchester,42.30792,-71.06513,Private room in rental unit,Private room,1,1.0,80.0,15360.0,1280.0,192,32,0.32,4.75,105851798,t,8.816438356164383,36,572,High,0.18364190077856815
19918817,#204 Boston private Central AC 禁烟 Female only,Dorchester,42.30754,-71.06525,Private room in rental unit,Private room,1,1.0,51.0,0.0,0.0,0,38,0.38,4.66,105851798,t,8.819178082191781,40,572,High,0.2551667298171951
19969497,*Modern City Triplex!! *Close to Center,Roxbury,42.33016,-71.09527,Entire rental unit,Entire home/apt,8,4.0,558.0,30132.0,2511.0,54,175,1.77,4.9,28662210,t,10.56986301369863,39,295,Medium,0.7697718735826418
19982161,"Cozy, Bright Studio in Back Bay/South End",Back Bay,42.34728,-71.07585,Entire rental unit,Entire home/apt,3,1.0,228.0,26448.0,2204.0,116,30,0.3,4.87,12195484,f,11.621917808219179,27,340,High,-0.17926654598165637
19997604,Back Bay Apartment near MIT and Newbury Street,Fenway,42.35095,-71.09009,Entire rental unit,Entire home/apt,2,2.0,184.0,32016.0,2668.0,174,106,1.08,4.89,51079261,t,9.794520547945206,28,241,Medium,-0.057336281625141594
20000347,Loft Style 1 Mile from Downtown Boston Brownstone.,Roxbury,42.32422,-71.09616,Entire loft,Entire home/apt,2,2.0,165.0,0.0,0.0,0,70,0.71,4.3,122568097,f,8.504109589041096,36,295,Medium,-0.9180539978940587
20137039,Beautiful condo with city benefits,Dorchester,42.31947,-71.05538,Entire condo,Entire home/apt,4,2.0,393.0,25938.0,2161.5,66,107,1.09,4.82,32755249,t,10.391780821917807,45,572,High,1.0117108380894582
20137476,Cozy Room in Beacon Hill/MIT/MGH! (Room A),Beacon Hill,42.35966,-71.06538,Private room in townhouse,Private room,1,1.0,90.0,15660.0,1305.0,174,185,1.88,4.74,95634275,unknown,9.021917808219179,38,230,Medium,0.3050917740835307
20152689,Cozy Room in the Heart of Boston (MGH/Downtown),Beacon Hill,42.36019,-71.064,Private room in townhouse,Private room,1,1.0,88.0,15312.0,1276.0,174,203,2.06,4.71,95634275,unknown,9.021917808219179,34,230,Medium,-0.06021862793446358
20229074,Great South End / Back Bay location! 1 bed condo,South End,42.34631,-71.07188,Entire condo,Entire home/apt,2,1.0,400.0,62400.0,5200.0,156,150,1.53,4.99,84699905,f,9.189041095890412,43,291,Medium,1.2819750620903185
20237145,"Bright and Spacious 3 BedR., 1 bath",Dorchester,42.30427,-71.06056,Entire rental unit,Entire home/apt,6,3.0,200.0,33600.0,2800.0,168,190,1.92,4.89,66645251,t,9.46027397260274,28,572,High,-0.057336281625141594
20359898,EXTENDED STAY. VERY QUIET. SPACIOUS. NEXT TO TRAIN,Jamaica Plain,42.31808,-71.10706,Entire rental unit,Entire home/apt,2,1.0,137.0,34935.0,2911.25,255,85,0.87,4.99,26083391,t,10.7013698630137,29,240,Medium,0.2604510313842869
20406376,Private room in Jamaica Plain condominium.,Jamaica Plain,42.32602,-71.10434,Private room in condo,Private room,1,1.0,61.0,0.0,0.0,0,28,0.29,4.64,145521726,f,8.123287671232877,16,240,Medium,-1.5449815849849453
20446955,Your Other Home in a Different Town,Hyde Park,42.26724,-71.10521,Private room in home,Private room,2,1.0,80.0,0.0,0.0,0,19,0.19,4.26,51772323,f,9.76986301369863,29,73,Low,-1.5267445375735305
20634420,Friendly family single room,Mattapan,42.2765,-71.07733,Private room in home,Private room,1,1.0,86.0,516.0,43.0,6,54,0.55,4.76,27871799,f,10.608219178082193,32,69,Low,-0.08373997691297039
20649310,Comfort and convenience in a Victorian home,Roslindale,42.27975,-71.12545,Private room in home,Private room,2,1.0,98.0,12348.0,1029.0,126,144,1.47,4.88,42379994,t,10.09041095890411,37,100,Low,0.5748756070328368
20655696,Chic Retreat min2 Downtown Backyard FreePrkg,Dorchester,42.30945,-71.06212,Entire home,Entire home/apt,16,8.0,689.0,24804.0,2067.0,36,79,0.88,4.72,25203946,t,10.756164383561643,62,572,High,2.0073115645592132
20747657,Nice  Room. Walking distance to new train Station,Hyde Park,42.2721,-71.1081,Private room in home,Private room,2,1.0,75.0,900.0,75.0,12,72,0.74,4.79,148594740,t,8.068493150684931,29,73,Low,-0.22919159024799193
20754696,Ann and Esther's Cozy Studio near the Heart of JP,Jamaica Plain,42.30615,-71.11674,Entire guest suite,Entire home/apt,2,1.0,107.0,16050.0,1337.5,150,234,2.4,4.92,883209,t,14.169863013698631,41,240,Medium,0.9646681401324445
20775116,Gorgeous Audubon Circle Studios (2),Fenway,42.34737,-71.1033,Entire rental unit,Entire home/apt,2,1.0,161.0,41055.0,3421.25,255,130,1.33,4.97,70331522,t,9.394520547945206,29,241,Medium,0.21148676922105797
20785742,Symphony Place,Fenway,42.34132,-71.08615,Entire rental unit,Entire home/apt,4,2.0,242.0,61710.0,5142.5,255,422,4.31,4.95,148963669,t,8.063013698630137,31,241,Medium,0.3084545114444071
20858430,"Stylish, Comfortable Luxury | Near T",Roxbury,42.33041,-71.09317,Entire condo,Entire home/apt,8,5.0,282.0,71910.0,5992.5,255,107,1.1,4.69,149617117,t,8.04931506849315,34,295,Medium,-0.10918289009769037
20868619,3 Bedroom Apartment with Parking,Brighton,42.35872,-71.1423,Entire rental unit,Entire home/apt,7,3.0,326.0,60636.0,5053.0,186,433,4.45,4.86,117861820,t,8.586301369863014,39,303,Medium,0.6718433492561859
20926438,Free Parking 2 Bed 1 Bath Steps from BU/Kenmore,Fenway,42.35092,-71.09394,Entire rental unit,Entire home/apt,7,4.0,65.0,3770.0,314.1666666666667,58,124,1.27,4.57,130680380,f,8.361643835616439,34,241,Medium,-0.4029684630770577
20978478,Escape Noisy Boston in Modern/Bright PrivateRoom,Roslindale,42.27782,-71.13332,Private room in rental unit,Private room,2,1.0,100.0,2400.0,200.0,24,64,0.66,4.75,9705586,f,11.90958904109589,29,100,Low,-0.3271201145744477
21025191,Private room.  Very close to new train Station,Hyde Park,42.27076,-71.10598,Private room in home,Private room,2,1.0,78.0,2808.0,234.0,36,68,0.7,4.65,148594740,t,8.07123287671233,23,73,Low,-1.009737438550314
21039322,Single room,Allston,42.35958,-71.13128,Private room in guest suite,Private room,2,1.0,70.0,0.0,0.0,0,40,0.41,4.4,46580723,f,9.95068493150685,35,178,Low,-0.7461986892712061
21096288,Minutes to Downtown Boston,Dorchester,42.31139,-71.05494,Entire home,Entire home/apt,4,4.0,119.0,7378.0,614.8333333333334,62,19,0.21,4.63,12357599,f,11.602739726027398,28,572,High,-0.693871689747103
21140575,Near the Red & Commuter T lines!,Dorchester,42.30429,-71.07436,Private room in rental unit,Private room,1,1.0,66.0,7920.0,660.0,120,10,0.17,4.9,16186589,f,11.326027397260274,28,572,High,-0.03285415054352597
21182192,Private Deck! Parking for Rent. Heart of Boston.,Bay Village,42.34971,-71.06862,Entire rental unit,Entire home/apt,4,2.0,215.0,54825.0,4568.75,255,477,4.93,4.83,96442537,t,9.008219178082191,39,110,Low,0.5983969560113436
21190750,History BCEC Cruise Beach Pvt Bath/Entry King Bed,South Boston,42.33451,-71.02731,Entire guest suite,Entire home/apt,2,2.0,186.0,47430.0,3952.5,255,521,5.53,4.97,52881930,t,9.73972602739726,44,194,Low,1.3059768021203777
21238858,Boston/Brookline Private 1 BR/Bath w/ Free Parking,Allston,42.34745,-71.14036,Entire guest suite,Entire home/apt,2,1.0,125.0,31500.0,2625.0,252,481,4.96,4.5,147418936,f,8.09041095890411,25,178,Low,-1.2310374003879476
21350397,Astonishing 1 Bed South End Boston's Best Location,South End,42.3440581,-71.0700076,Entire rental unit,Entire home/apt,2,2.0,443.0,79740.0,6645.0,180,252,2.62,4.99,154540888,t,7.950684931506849,55,291,Medium,2.1575670884097744
21369962,Beacon Hill Designer Suite with Roof deck,Downtown,42.35748,-71.06156,Entire rental unit,Entire home/apt,4,2.0,215.0,49880.0,4156.666666666667,232,64,0.67,4.97,57533988,t,9.64109589041096,66,376,High,2.9112288503727135
21444743,Back Bay Studio on Marlborough St-min 3 months,Back Bay,42.35243,-71.07565,Entire condo,Entire home/apt,2,1.0,130.0,0.0,0.0,0,0,,,155595193,f,7.931506849315069,16,340,High,
