id,name,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,beds,price_clean,estimated_revenue_l365d,est_monthly_revenue,estimated_occupancy_l365d,number_of_reviews,reviews_per_month,review_scores_rating,host_id,host_is_superhost,host_years,amenities_count,neighbourhood_listing_count,competition_level,quality_index
12899321,Sleek 1 Bedroom in Boston's Financial District,Chinatown,42.35184,-71.06003,Entire rental unit,Entire home/apt,3,1.0,269.0,0.0,0.0,0,4,0.04,5.0,22541573,t,10.953424657534246,40,63,Low,1.0875591865920682
12901078,Mahar family room,Mattapan,42.27644,-71.07681,Private room in home,Private room,2,1.0,100.0,0.0,0.0,0,42,0.37,4.64,27871799,f,10.605479452054794,36,69,Low,-0.08566154111918575
12949270,"Elegant room, colorful artist home",Jamaica Plain,42.32068245245338,-71.11429829676271,Private room in rental unit,Private room,2,1.0,99.0,18018.0,1501.5,182,13,0.11,4.85,18896448,f,11.175342465753424,55,240,Medium,1.814817253267178
12949309,Luxury 2 Bedroom Steps from Rose Kennedy Greenway,Downtown,42.3529,-71.05992,Entire rental unit,Entire home/apt,5,2.0,377.0,0.0,0.0,0,2,0.02,5.0,22541573,t,10.953424657534246,40,376,High,1.0875591865920682
12950332,Clean Large Room near Redline/Rail Peaceful Area,Dorchester,42.30536,-71.07221,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,9,0.08,4.78,18517776,f,11.183561643835617,14,572,High,-1.348163754228925
13032590,3 bed apt next to T- fast wifi-off street parking,Charlestown,42.38187,-71.07734,Entire rental unit,Entire home/apt,6,3.0,190.0,48450.0,4037.5,255,628,5.58,4.89,21745230,t,11.008219178082191,50,83,Low,1.5479157666271939
13046581,5-Bed Apartment w/ Kitchen + Free Parking,West Roxbury,42.25979,-71.15911,Entire rental unit,Entire home/apt,6,3.0,150.0,4500.0,375.0,30,254,2.33,4.74,19488432,f,11.142465753424657,64,83,Low,2.202207831109018
13063952,3 min to T stop-Boston/Somerville/Cambridge access,Charlestown,42.38362,-71.07863,Private room in rental unit,Private room,2,1.0,64.0,14848.0,1237.3333333333333,232,33,0.29,4.85,21745230,t,11.005479452054795,38,83,Low,0.5743952159812824
13166405,Spacious loft in the quiet suburbs #4,Brighton,42.34636,-71.15563,Private room in home,Private room,1,1.0,44.0,5280.0,440.0,120,11,0.1,4.91,7324551,t,12.221917808219178,51,303,Medium,1.6698460309837109
13173203,"Walk to MGH-Subway, stay in Boston's Little Italy",North End,42.3665,-71.05428,Entire rental unit,Entire home/apt,4,1.0,130.0,0.0,0.0,0,40,0.35,4.1,38997,f,16.03013698630137,27,112,Low,-2.0643906392659295
13173362,Bostons Best Rentals -Back Bay on Commonwealth Ave,Back Bay,42.34777,-71.08493,Entire condo,Entire home/apt,2,1.0,202.0,25856.0,2154.6666666666665,128,6,0.09,5.0,38997,f,16.03287671232877,33,340,High,0.5767971712390523
13188501,Cobblestone Way on Beacon Hill-walk to MGH Subway,Beacon Hill,42.36104,-71.07129,Entire rental unit,Entire home/apt,2,1.0,110.0,0.0,0.0,0,15,0.13,4.27,38997,f,16.03287671232877,34,230,Medium,-1.137432395525477
13189819,new remodel bedroom,Allston,42.3607893097541,-71.12973670176841,Private room in rental unit,Private room,2,1.0,70.0,0.0,0.0,0,0,,,46580723,f,9.95068493150685,25,178,Low,
13239143,Small Room Renovated House Walk/Bus to Redline,Dorchester,42.30536,-71.07221,Private room in rental unit,Private room,1,1.0,50.0,0.0,0.0,0,7,0.06,5.0,18517776,f,11.183561643835617,14,572,High,-0.8095568704334194
13239882,Off-St. Parking Large Room Clean Renovated House,Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,0,,,18517776,f,11.183561643835617,16,295,Medium,
13242393,Renovated House near Subway/Rail Everything New,Dorchester,42.30536,-71.07221,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,3,0.03,5.0,18517776,f,11.183561643835617,14,572,High,-0.8095568704334194
13249923,"Walk/Bus to Redline/Rail stations, Private Balcony",Dorchester,42.30536,-71.07221,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,3,0.03,5.0,18517776,f,11.183561643835617,9,572,High,-1.1743868813998595
13258244,Comfortable quite room.,Roxbury,42.31837,-71.09037,Private room in rental unit,Private room,1,1.0,37.0,4440.0,370.0,120,24,0.21,4.96,67103816,t,9.452054794520548,31,295,Medium,0.33293664252602045
13378923,Montgomery Place - Studio (Room 6),South End,42.34347,-71.07368,Entire rental unit,Entire home/apt,2,1.0,166.0,0.0,0.0,0,176,1.58,4.95,75997654,t,9.30958904109589,32,291,Medium,0.3814205136376951
13378936,Montgomery Place - One Bedroom,South End,42.34347,-71.07368,Entire rental unit,Entire home/apt,4,1.0,158.0,27492.0,2291.0,174,147,1.31,4.95,75997654,t,9.30958904109589,32,291,Medium,0.3814205136376951
13393418,“Boston/Airport/Conv.Ctr/Historic/TD/Faneuil/Nrth”,East Boston,42.37611,-71.03578,Entire rental unit,Entire home/apt,2,1.0,143.0,36465.0,3038.75,255,943,8.44,4.75,76181684,f,9.304109589041095,47,229,Low,0.9862679249047359
13422887,"Small Room, Off-St. Parking, AC, Renovated Clean",Roxbury,42.31676,-71.08,Private room in rental unit,Private room,1,1.0,36.0,0.0,0.0,0,1,0.01,5.0,18517776,f,11.183561643835617,16,295,Medium,-0.6636248660468435
13578425,"Small Room near Redline & Commuter Rail, Renovated",Dorchester,42.30536,-71.07221,Private room in rental unit,Private room,1,1.0,35.0,0.0,0.0,0,2,0.02,5.0,18517776,f,11.183561643835617,15,572,High,-0.7365908682401313
13613229,~*30min to Downtown*~ THE COSMOPOLITAN,Hyde Park,42.26145,-71.11662,Entire home,Entire home/apt,6,3.0,124.0,27528.0,2294.0,222,351,3.42,4.9,14016102,t,11.471232876712328,53,73,Low,1.7912959042886736
13675884,Near Redline & Commuter Rail Renovated Clean Sunny,Dorchester,42.30536,-71.07221,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,2,0.02,5.0,18517776,f,11.183561643835617,8,572,High,-1.2473528835931473
13829133,Sunny studio in JP!,Jamaica Plain,42.31642,-71.10672,Entire guest suite,Entire home/apt,2,1.0,131.0,33405.0,2783.75,255,534,4.93,4.95,45771009,t,9.978082191780821,27,240,Medium,0.01659050267125517
13830152,Room w/fast wifi-next to T stop 10 min to downtown,Charlestown,42.38199,-71.07675,Private room in rental unit,Private room,2,1.0,60.0,13920.0,1160.0,232,42,0.38,4.9,21745230,t,11.005479452054795,41,83,Low,0.9157038779692177
13866351,Beautiful and Cozy Entire Apt in Boston,Dorchester,42.30003,-71.0788,Entire rental unit,Entire home/apt,8,6.0,199.0,11940.0,995.0,60,111,1.15,4.92,45694133,t,9.983561643835616,33,572,High,0.38094012258614063
13959444,Beautiful Boston Brownstone,Roxbury,42.34042,-71.08363,Entire rental unit,Entire home/apt,4,2.0,523.0,0.0,0.0,0,57,0.51,4.98,21609039,t,11.016438356164384,64,295,Medium,2.789778977067753
13993185,Charming Beacon Hill One Bedroom,Beacon Hill,42.35948,-71.06747,Entire rental unit,Entire home/apt,3,1.0,98.0,17052.0,1421.0,174,233,2.08,4.87,83554697,t,9.205479452054794,25,230,Medium,-0.3251985503682323
14035943,Gorgeous Huge Duplex 3 baths sleeps 6  Parking,North End,42.364253,-71.052626,Entire condo,Entire home/apt,6,5.0,1024.0,153600.0,12800.0,150,254,2.35,4.76,5578043,t,12.515068493150684,23,112,Low,-0.7404339966525622
14057466,"2 BR | 1 BA  Close to DWTN & Medical, Free PRKG",Jamaica Plain,42.31316,-71.11279,Entire rental unit,Entire home/apt,4,2.0,227.0,54480.0,4540.0,240,257,2.31,4.78,30314324,t,10.493150684931507,60,240,Medium,2.0082723466623222
14071446,Twins in a peaceful room.,Jamaica Plain,42.32143081705176,-71.11275148532205,Private room in rental unit,Private room,2,2.0,99.0,18018.0,1501.5,182,9,0.08,5.0,18896448,f,11.172602739726027,54,240,Medium,2.1090832172981
14086516,# friendly family home,Mattapan,42.27486,-71.077,Private room in home,Private room,3,2.0,95.0,1140.0,95.0,12,79,0.71,4.92,27871799,f,10.605479452054794,34,69,Low,0.4539061247794286
14105971,Tranquil Treetop Loft,Jamaica Plain,42.30762,-71.10968,Entire loft,Entire home/apt,3,1.0,159.0,15900.0,1325.0,100,323,2.89,4.97,79103444,f,9.265753424657534,24,240,Medium,-0.15334324174538194
14153636,King Zen Room near Harvard Biz School - STR383892,Allston,42.36151,-71.12658,Private room in home,Private room,2,1.0,94.0,20868.0,1739.0,222,348,3.13,4.84,26956083,t,10.654794520547945,37,178,Low,0.4769470827063811
14186170,Cozy Condo in Center of Southie,South Boston,42.33194,-71.04729,Entire condo,Entire home/apt,5,2.0,338.0,2028.0,169.0,6,65,0.58,4.82,8985714,f,12.01095890410959,31,194,Low,-0.009813192616573624
14204600,North End 2 BR | 1 BA Duplex in Little Italy,North End,42.36704,-71.05376,Entire rental unit,Entire home/apt,6,2.0,501.0,120240.0,10020.0,240,339,3.05,4.91,9410008,t,11.953424657534246,50,112,Low,1.5968800287904228
14470701,Renovated near Redline/Commuter Rail 4 Harvard MIT,Dorchester,42.30555,-71.0723,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,3,0.03,5.0,18517776,f,11.183561643835617,9,572,High,-1.1743868813998595
14485918,Huge bed  and high ceiling room plus two closets.,Roxbury,42.3165,-71.09535,Private room in rental unit,Private room,1,1.0,44.0,11220.0,935.0,255,23,0.22,5.0,67103816,t,9.452054794520548,34,295,Medium,0.6497631734323402
14566378,"Fully-Equipped, Private 1st Floor 1-Bed/1-Bath Apt",Jamaica Plain,42.31700134277344,-71.10931396484375,Entire home,Entire home/apt,2,1.0,158.0,31284.0,2607.0,198,175,1.93,4.94,25938192,f,10.706849315068494,61,240,Medium,2.472952446161433
14566386,Fully-Equipped 2nd Floor 1-Bed 1-Bath Apt,Jamaica Plain,42.317012786865234,-71.10931396484375,Entire condo,Entire home/apt,3,1.0,192.0,29952.0,2496.0,156,266,2.44,4.91,25938192,f,10.706849315068494,57,240,Medium,2.107642044143439
14585335,SPACIOUS TOWNHOUSE with Essential Amenities,Mattapan,42.27554,-71.07091,Entire townhouse,Entire home/apt,6,3.0,307.0,0.0,0.0,0,41,0.38,4.71,90419082,f,9.10958904109589,52,69,Low,1.25316941154472
14600925,Economical & Accessible Room w/ Airbed Near T!,Dorchester,42.30208,-71.07005,Private room in rental unit,Private room,1,1.0,40.0,2400.0,200.0,60,22,0.2,4.5,16186589,f,11.326027397260274,27,572,High,-1.0851053960013717
14682931,"Charming room, in hip JP near The T  #2",Jamaica Plain,42.31765,-71.10049,Private room in home,Private room,1,1.0,119.0,26418.0,2201.5,222,339,3.08,4.91,30490577,t,10.484931506849316,34,240,Medium,0.42942399369781525
14686119,Stay with Fun Family ( twin size bed),Mattapan,42.27345,-71.07251,Private room in home,Private room,1,1.0,60.0,10800.0,900.0,180,11,0.1,4.64,67637928,t,9.441095890410958,50,69,Low,0.9358624895868458
14704252,Modern 3.5 BR Single Family Home,South Boston,42.33339,-71.05317,Entire home,Entire home/apt,6,4.0,946.0,0.0,0.0,0,17,0.16,4.88,24358957,f,10.819178082191781,22,194,Low,-0.5196144258664829
14747561,Fair & Cozy Room with Airbed!,Dorchester,42.30426,-71.07147,Private room in rental unit,Private room,1,2.0,48.0,5760.0,480.0,120,14,0.13,4.71,16186589,f,11.326027397260274,38,572,High,0.23164538083868833
14770892,"Victorian Charm, Modern Style w/Private Entrance",South End,42.34338,-71.06874,Entire condo,Entire home/apt,4,2.0,358.0,91290.0,7607.5,255,440,3.99,4.93,34055750,t,10.347945205479451,34,291,Medium,0.47838825586104206
14778561,"Mt Restmore, COZY spacious and Clean",Hyde Park,42.25302,-71.11591,Private room in home,Private room,1,1.0,65.0,0.0,0.0,0,50,0.45,4.58,44581223,f,10.01917808219178,31,73,Low,-0.5973843385753081
14820482,Historic townhouse in the heart of Boston,Bay Village,42.348731994628906,-71.06843566894531,Entire rental unit,Entire home/apt,7,4.0,435.0,57420.0,4785.0,132,237,2.16,4.84,92648590,t,9.073972602739726,56,110,Low,1.8633011243788529
14873100,"Large room, 2nd floor, wood floor, 27 Dexter Str.",South Boston,42.33034,-71.05802,Private room in home,Private room,2,1.0,68.0,8840.0,736.6666666666666,130,149,1.36,4.68,26098645,f,10.698630136986301,16,194,Low,-1.4470530606584897
14928081,"Rozinante - Queen, Harbor View",Charlestown,42.37018,-71.06109,Private room in bed and breakfast,Private room,4,1.0,336.0,14112.0,1176.0,42,53,0.54,4.85,92691757,t,9.073972602739726,15,83,Low,-1.103822834464341
14943350,219 on the Ocean with Private Bath,Dorchester,42.30755,-71.04739,Private room in home,Private room,2,1.0,97.0,24735.0,2061.25,255,442,4.02,4.96,72139831,t,9.364383561643836,39,572,High,0.9166646600723243
14950089,"""Casita"" on the Water - Harbor View",Charlestown,42.3713,-71.06154,Private room in bed and breakfast,Private room,2,1.0,253.0,39468.0,3289.0,156,172,1.57,4.86,92691757,t,9.073972602739726,14,83,Low,-1.1523067055760134
14950328,"""Port"" View - Queen Ensuite",Charlestown,42.37216,-71.05937,Private room in bed and breakfast,Private room,2,1.0,253.0,19734.0,1644.5,78,100,0.91,4.71,92691757,t,9.073972602739726,14,83,Low,-1.5195386718002233
14950476,Inn the Moment - Harbor View,Charlestown,42.37006,-71.06159,Private room in bed and breakfast,Private room,4,1.0,336.0,18144.0,1512.0,54,61,0.56,4.77,92691757,t,9.073972602739726,15,83,Low,-1.2996798831172525
15016872,Washer+Dryer+Parking!*Private suite*Cul de sac*,Brighton,42.34124,-71.15811,Entire guest suite,Entire home/apt,2,2.0,164.0,36408.0,3034.0,222,347,3.56,4.92,34614605,t,10.32876712328767,32,303,Medium,0.30797412039285266
15048978,Boston South End Penthouse Loft & Roof Deck,South End,42.33594,-71.07578,Entire condo,Entire home/apt,4,1.0,189.0,0.0,0.0,0,132,1.22,4.91,12581156,f,11.586301369863014,52,291,Medium,1.742812033176999
15085512,Cozy private  room,Roxbury,42.3243,-71.07328,Private room in townhouse,Private room,2,1.0,72.0,0.0,0.0,0,46,0.42,4.89,95460673,t,9.024657534246575,14,295,Medium,-1.0788603123311733
15147053,Historic JP Brownstone with Parking. Pets Welcome!,Jamaica Plain,42.30974,-71.10798,Entire condo,Entire home/apt,3,1.0,179.0,45645.0,3803.75,255,557,5.14,4.88,14630158,t,11.427397260273972,56,240,Medium,1.9612296487053085
15148487,BEAUTIFUL BEACON HILL 2 BEDROOM!,Beacon Hill,42.3575,-71.07138,Entire condo,Entire home/apt,4,2.0,392.0,99960.0,8330.0,255,483,4.43,4.91,3731207,t,12.98904109589041,55,230,Medium,1.9617100397568628
15177273,Renovated House Clean Room near Orange line & Park,Roxbury,42.31313,-71.09335,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,2,0.02,5.0,18517776,f,11.183561643835617,17,295,Medium,-0.5906588638535554
15256830,Savin Hill by the Sea with Private Bath,Dorchester,42.3094,-71.04672,Private room in home,Private room,3,3.0,125.0,31875.0,2656.25,255,420,3.87,4.97,72139831,t,9.364383561643836,47,572,High,1.5248748087002415
15281436,Charming Oasis Near Downtown & Airport,East Boston,42.37814,-71.03272,Entire condo,Entire home/apt,4,2.0,92.0,0.0,0.0,0,60,0.57,4.55,5618949,f,12.506849315068493,20,229,Low,-1.4734567559463185
15376003,Spacious guest suite on Dorchester Heights,South Boston,42.33385,-71.04569,Private room in home,Private room,2,1.0,163.0,34230.0,2852.5,210,385,3.57,4.92,98244983,t,8.975342465753425,50,194,Low,1.6213621598720362
15453527,"Renovated Clean house, Orange Line, EZ to Longwood",Roxbury,42.31313,-71.09335,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,5,0.05,5.0,18517776,f,11.183561643835617,22,295,Medium,-0.22582885288711552
15521407,Large Private room in Savin Hill,Dorchester,42.30918,-71.04643,Private room in home,Private room,2,1.0,97.0,24735.0,2061.25,255,318,2.94,4.96,72139831,t,9.364383561643836,45,572,High,1.3544606732320523
15559436,"Charming and sunny 1 Bed Apt. - Allston, Boston",Allston,42.3533,-71.12833,Entire rental unit,Entire home/apt,2,4.0,162.0,0.0,0.0,0,401,3.81,4.91,100180968,f,8.936986301369863,37,178,Low,0.6483220002776793
15660279,Lrg 4 Bdrm Prvt. Patio Quiet Top Location Parking,Bay Village,42.35027,-71.06853,Entire rental unit,Entire home/apt,7,4.0,645.0,123840.0,10320.0,192,337,3.12,4.79,66257167,f,9.471232876712328,59,110,Low,1.9597884755506474
15819226,Back Bay Condo on Marlborough Street!,Back Bay,42.35125,-71.08667,Entire condo,Entire home/apt,2,1.0,500.0,0.0,0.0,0,30,0.29,4.7,5139380,f,12.605479452054794,28,340,High,-0.5224967721758048
15821724,"Upscale 2 Bdrm Suite: Kitchen, Spa Bath, Laundry",Dorchester,42.28,-71.06983,Entire guest suite,Entire home/apt,3,2.0,141.0,35955.0,2996.25,255,255,2.86,4.95,44448784,t,10.024657534246575,59,572,High,2.3515025728564707
15832498,Victorian Treetop Apartment - Close to Everything!,Jamaica Plain,42.31764,-71.10922,Entire rental unit,Entire home/apt,4,2.0,399.0,43890.0,3657.5,110,84,0.92,5.0,102515900,f,8.89041095890411,58,240,Medium,2.400947226071252
15974807,Sparkling Condo With Modern Amenities,Allston,42.3587157,-71.1326206,Entire townhouse,Entire home/apt,10,4.0,644.0,30912.0,2576.0,48,194,1.8,4.92,10250028,t,11.835616438356164,64,178,Low,2.642886190578068
15985435,Charming Charlestown Condo (Dog Friendly)!,Charlestown,42.37294,-71.06478,Entire rental unit,Entire home/apt,2,1.0,149.0,9238.0,769.8333333333334,62,52,0.51,4.94,23692234,t,10.868493150684932,47,83,Low,1.4514284154554014
16013285,Clean & Spacious 2 bedroom Near Downtown,Dorchester,42.29181,-71.05264,Entire condo,Entire home/apt,4,2.0,205.0,6150.0,512.5,30,160,1.57,4.83,68235152,f,9.43013698630137,47,572,High,1.1821249735576476
16040760,Artist Luxury Apt in Boston Free Park & Walk to T,Allston,42.35457,-71.13293,Entire condo,Entire home/apt,8,5.0,250.0,0.0,0.0,0,67,0.64,4.84,104174476,f,8.854794520547944,40,178,Low,0.695845089286245
16148182,~*Pet Friendly 30min to Downtown*~ THE BOSTONIAN,Hyde Park,42.26145553588867,-71.11660766601562,Entire home,Entire home/apt,6,3.0,120.0,22320.0,1860.0,186,313,2.93,4.85,14016102,t,11.471232876712328,52,73,Low,1.5959192466873142
16233671,Garden room next to T stop/bus hub.,Charlestown,42.38185,-71.07693,Private room in rental unit,Private room,2,1.0,85.0,6630.0,552.5,78,109,1.09,4.83,21745230,t,11.005479452054795,57,83,Low,1.9117849954905273
16272709,Roslindale deleaded apt flr1  sleeps 4 apt w/ a.c,Roslindale,42.27486,-71.13495,Entire rental unit,Entire home/apt,4,2.0,160.0,0.0,0.0,0,46,0.44,4.74,69267172,t,9.416438356164383,55,100,Low,1.5455138113694262
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,Charlestown,42.38379,-71.0783,Private room in rental unit,Private room,4,2.0,133.0,10374.0,864.5,78,185,1.74,4.75,21745230,t,11.008219178082191,56,83,Low,1.6429619446443278
16379917,3bd 2 bath Boston  w/parking and office,Hyde Park,42.2355,-71.13134,Entire rental unit,Entire home/apt,8,3.0,107.0,12412.0,1034.3333333333333,116,12,0.11,5.0,16052189,f,11.334246575342465,48,73,Low,1.671287204138372
16413314,Modern Brownstone - walk to Longwood Medical Area!,Roxbury,42.32676,-71.09364,Private room in condo,Private room,2,1.0,75.0,9000.0,750.0,120,107,1.03,4.93,6570954,t,12.33972602739726,50,295,Medium,1.6458442909536495
16447567,#104 Boston 独立房 全楼禁烟AC room,Dorchester,42.3076,-71.06542,Private room in rental unit,Private room,2,2.0,65.0,11310.0,942.5,174,99,0.93,4.7,105851798,t,8.819178082191781,42,572,High,0.49902725853022684
16453657,Quiet & Perfect Location Near The Red Line!,Dorchester,42.28732,-71.06625,Private room in rental unit,Private room,1,1.0,66.0,3960.0,330.0,60,4,0.04,4.25,16186589,f,11.326027397260274,31,572,High,-1.4052946642685678
16459191,"Stylish, Best Location Back Bay Studio!",Back Bay,42.35349,-71.07595,Entire condo,Entire home/apt,3,1.0,170.0,29580.0,2465.0,174,155,1.46,4.88,107981961,f,8.764383561643836,45,340,High,1.1586036245791407
16479752,Large bedroom- easy access to Boston and Cambridge,Charlestown,42.38191,-71.07865,Private room in rental unit,Private room,2,1.0,60.0,0.0,0.0,0,3,0.03,5.0,21745230,t,11.005479452054795,46,83,Low,1.525355199751796
16517776,Next to T stop-10 min to downtown Boston/Cambridge,Charlestown,42.38183,-71.07888,Private room in rental unit,Private room,2,1.0,78.0,5148.0,429.0,66,110,1.07,4.83,21745230,t,11.008219178082191,49,83,Low,1.3280569779442235
16545081,"Renovated, Clean, Quiet & Safe Near Orange Line",Roxbury,42.31341,-71.09356,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,3,0.03,5.0,18517776,f,11.183561643835617,10,295,Medium,-1.1014208792065712
16678094,"Charming, Quiet Fort Hill One-Bedroom",Roxbury,42.32431553924685,-71.09195369415323,Private room in rental unit,Private room,2,1.0,106.0,10812.0,901.0,102,125,1.19,4.96,13544760,f,11.506849315068493,27,295,Medium,0.041072633752868515
16692369,Bedroom in large apartment-access to Boston/Camb.,Charlestown,42.38366,-71.0786,Private room in rental unit,Private room,2,1.0,64.0,0.0,0.0,0,6,0.06,4.83,21745230,t,11.005479452054795,47,83,Low,1.1821249735576476
16731118,#103 Boston private AC room 可讲国语禁止吸烟,Dorchester,42.30775,-71.0651,Private room in rental unit,Private room,1,1.0,62.0,14880.0,1240.0,240,51,0.49,4.71,105851798,t,8.816438356164383,35,572,High,0.012747374258824398
16770690,Maria's JP Rental - Boston Duplex in Jamaica Plain,Jamaica Plain,42.30745,-71.11043,Entire rental unit,Entire home/apt,5,4.0,180.0,25920.0,2160.0,144,110,1.28,4.9,111344375,t,8.698630136986301,53,240,Medium,1.7912959042886736
16894082,South Boston. Minutes away from Convention Center,South Boston,42.33509,-71.0288,Entire rental unit,Entire home/apt,3,1.0,234.0,19656.0,1638.0,84,69,0.67,4.91,27636546,f,10.61917808219178,42,194,Low,1.013152011244119
16909100,1st Flr 2BR unit with parking + steps from train,Jamaica Plain,42.32036,-71.10403,Entire rental unit,Entire home/apt,4,3.0,206.0,52530.0,4377.5,255,218,2.12,4.87,68078375,t,9.435616438356165,72,240,Medium,3.1042035527163025
16923467,Quiet stay in a Brookline Village,West Roxbury,42.29506,-71.15325,Private room in townhouse,Private room,1,1.0,500.0,0.0,0.0,0,5,0.05,4.8,6963539,f,12.27945205479452,18,83,Low,-1.0073354832925463
16971718,A Victorian Secret AMAZING apt.  in Historic Home,Roxbury,42.3237,-71.09514,Entire rental unit,Entire home/apt,4,2.0,304.0,77520.0,6460.0,255,342,3.58,4.98,446136994,f,3.589041095890411,29,295,Medium,0.23596890030267353
16987125,L.R Roslindale 1st floor queen bed & window a.c,Roslindale,42.27646,-71.1348,Private room in rental unit,Private room,1,1.0,66.0,0.0,0.0,0,24,0.23,4.83,69267172,t,9.413698630136986,27,100,Low,-0.27719507030811213
17023481,Chic 1 bed in Financial District,Leather District,42.35137,-71.05871,Entire rental unit,Entire home/apt,3,1.0,257.0,16448.0,1370.6666666666667,64,6,0.06,4.5,22541573,t,10.953424657534246,40,7,Low,-0.13654736748862795
17075037,Boston retreat near Train DowntownFenway  Freeprk,Dorchester,42.31057,-71.06361,Entire home,Entire home/apt,12,6.0,480.0,34560.0,2880.0,72,143,1.36,4.8,25203946,t,10.753424657534246,67,572,High,2.5679986241785646
17210305,Renovated House Clean room,Roxbury,42.31313,-71.09335,Private room in rental unit,Private room,1,1.0,39.0,0.0,0.0,0,3,0.03,5.0,18517776,f,11.183561643835617,14,295,Medium,-0.8095568704334194
17223845,Right location & Private Room w/ Airbed Near T!,Dorchester,42.30042,-71.06435,Private room in rental unit,Private room,1,1.0,45.0,8100.0,675.0,180,19,0.2,4.58,16186589,f,11.326027397260274,27,572,High,-0.8892483473484601
17430142,Renovated Clean Quiet House near Orange line,Roxbury,42.31341,-71.09358,Private room in home,Private room,1,1.0,39.0,0.0,0.0,0,2,0.02,5.0,18517776,f,11.183561643835617,17,295,Medium,-0.5906588638535554
17523133,"Entire floor, private bath, 2 mins walk to subway",Dorchester,42.28499,-71.06211,Private room in home,Private room,2,1.0,115.0,20010.0,1667.5,174,398,3.83,4.98,88194508,t,9.142465753424657,37,572,High,0.8196969178489774
17523630,Private & serene getaway in beautiful JP,Jamaica Plain,42.31299,-71.11876,Entire guest suite,Entire home/apt,3,2.0,241.0,49164.0,4097.0,204,304,2.93,4.97,30593609,t,10.479452054794521,38,240,Medium,0.8681807889606498
17529340,S End/B Bay border! Copley Location- Perfect 1 Br,South End,42.34566,-71.07433,Entire rental unit,Entire home/apt,2,1.0,338.0,42588.0,3549.0,126,295,2.85,4.98,89406568,t,9.126027397260273,47,291,Medium,1.5493569397818572
17541222,Room for up to 4 in Updated 1 BR apt by T!,Roxbury,42.32852,-71.09581,Entire rental unit,Entire home/apt,4,2.0,153.0,0.0,0.0,0,159,1.53,4.72,18150109,t,11.2,25,295,Medium,-0.692430516592442
17559493,"NEW 2nd Floor, 2BR Downtown Boston",Chinatown,42.34903,-71.062,Entire rental unit,Entire home/apt,5,3.0,280.0,65520.0,5460.0,234,332,3.2,4.7,118122992,f,8.583561643835617,25,63,Low,-0.7413947787556688
17559756,"NEW 3rd Floor, 2BR Downtown Boston",Chinatown,42.3503,-71.06037,Entire rental unit,Entire home/apt,5,4.0,317.0,74178.0,6181.5,234,294,2.83,4.73,118122992,f,8.583561643835617,23,63,Low,-0.8138803898974024
17559846,NEW B 1BR Downtown Boston,Chinatown,42.34835,-71.06039,Entire rental unit,Entire home/apt,3,2.0,145.0,8410.0,700.8333333333334,58,217,2.09,4.8,118122992,f,8.583561643835617,21,63,Low,-0.7884374767126824
17567087,Charming South End Duplex (Pets Ok),South End,42.34351,-71.06889,Entire rental unit,Entire home/apt,6,3.0,453.0,114156.0,9513.0,252,392,3.78,4.96,119265681,t,8.561643835616438,32,291,Medium,0.4059026447193084
17573922,"NEW 1st Floor, 1BR Downtown Boston",Chinatown,42.34986,-71.06197,Entire rental unit,Entire home/apt,3,2.0,180.0,10440.0,870.0,58,151,1.46,4.85,118122992,f,8.583561643835617,23,63,Low,-0.5200948169180373
17588460,Fenway/Back Bay Luxury Apt-,Fenway,42.34651,-71.08957,Entire condo,Entire home/apt,2,1.0,130.0,23660.0,1971.6666666666667,182,4,0.04,4.0,38997,f,16.03287671232877,33,241,Medium,-1.8714159369223398
17616603,Charming South-End condo with large outdoor patio,South End,42.33959,-71.08015,Entire rental unit,Entire home/apt,4,2.0,236.0,55224.0,4602.0,234,372,3.61,4.89,55900538,t,9.673972602739726,65,291,Medium,2.6424057995265136
17676984,Private room-10 min to downtown15 min to Cambridge,Charlestown,42.38376,-71.07707,Private room in rental unit,Private room,2,1.0,66.0,0.0,0.0,0,5,0.05,4.4,21745230,t,11.005479452054795,31,83,Low,-1.0380626980443581
17701434,"Sleek, Stylish Place | near South End",Roxbury,42.3295,-71.08817,Entire rental unit,Entire home/apt,5,3.0,140.0,35700.0,2975.0,255,94,0.91,4.76,42431392,f,10.09041095890411,32,295,Medium,-0.08373997691297039
17704067,Great Location for your stay!,Dorchester,42.30656,-71.07173,Private room in rental unit,Private room,1,1.0,40.0,9600.0,800.0,240,20,0.2,4.65,16186589,f,11.326027397260274,29,572,High,-0.571941425390586
